,ID,Name,DateTime,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,IsPureBreed,Breed1,Breed2,IsPopularBreed,AnimalSize,IsGoodWithKids,AnimalTemperament,AnimalTrainability,AnimalGrooming,Color1,Color2,IsPureColor,HasName,AgeGroup,WeekYear,WeekDay,WorkingDay,DayYear,Month,Quarter,Year,ExitHour,ExitMinute,IsOpen,Holiday,Sex,Fertile
1110,1111,Raven,2015-07-12 17:25:00,1,Spayed Female,150.0,841,0,187,102,1,4,1,2,2,1,5,13,0,1,0,28,6,1,193,7,1,2015,17,25,1,0,1,0
1111,1112,Enzo,2014-03-26 16:51:00,1,Intact Male,60.0,207,1,39,102,0,2,1,2,2,1,13,-1,1,1,0,13,2,1,85,3,0,2014,16,51,1,0,0,1
1112,1113,Blacky,2016-01-10 18:38:00,1,Neutered Male,180.0,1023,0,235,102,1,4,1,1,1,1,5,1,0,1,0,1,6,1,10,1,0,2016,18,38,1,0,0,0
1113,1114,Archer,2015-02-23 13:25:00,1,Neutered Male,730.0,553,0,115,102,1,0,2,0,0,0,13,-1,1,1,2,9,0,1,54,2,0,2015,13,25,1,0,0,0
1114,1115,,2016-01-02 11:30:00,1,Intact Male,5475.0,1188,0,259,102,0,2,1,0,0,2,15,5,0,0,5,53,5,1,2,1,0,2016,11,30,1,0,0,1
1115,1116,Migas,2014-01-03 14:26:00,1,Neutered Male,1825.0,471,0,102,102,0,3,1,0,0,1,2,-1,1,1,3,1,4,1,3,1,0,2014,14,26,1,0,0,0
1116,1117,Baby,2014-03-21 16:12:00,1,Intact Female,60.0,1073,0,234,114,0,4,1,1,1,1,5,1,0,1,0,12,4,1,80,3,0,2014,16,12,1,0,1,1
1117,1118,Lily,2015-11-06 17:37:00,1,Spayed Female,365.0,1500,0,344,102,0,2,0,1,1,3,5,1,0,1,1,45,4,1,310,11,2,2015,17,37,1,0,1,0
1118,1119,Namira,2015-06-28 14:15:00,1,Spayed Female,730.0,689,0,138,102,0,0,2,0,0,0,1,4,0,1,2,26,6,1,179,6,1,2015,14,15,1,0,1,0
1119,1120,Miya,2015-08-10 17:54:00,1,Spayed Female,1095.0,553,0,115,102,1,0,2,0,0,0,4,-1,1,1,2,33,0,1,222,8,2,2015,17,54,1,0,1,0
1120,1121,Jaxon,2014-07-23 14:36:00,0,Intact Male,28.0,1545,0,356,102,0,0,2,0,0,0,23,-1,0,1,0,30,2,1,204,7,1,2014,14,36,1,0,0,1
1121,1122,,2014-09-23 15:13:00,0,Spayed Female,120.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,0,0,39,1,1,266,9,2,2014,15,13,1,0,1,0
1122,1123,,2014-08-01 09:00:00,0,Intact Female,730.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,2,31,4,1,213,8,2,2014,9,0,0,0,1,1
1123,1124,Tiny,2013-11-13 10:47:00,0,Neutered Male,90.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,0,46,2,1,317,11,2,2013,10,47,0,0,0,0
1124,1125,Lilith,2014-05-15 17:16:00,0,Spayed Female,365.0,771,1,152,102,0,0,2,0,0,0,5,-1,1,1,1,20,3,1,135,5,1,2014,17,16,1,0,1,0
1125,1126,,2014-12-31 16:42:00,1,Neutered Male,240.0,841,0,187,102,1,4,1,2,2,1,20,-1,1,0,1,1,2,1,365,12,3,2014,16,42,1,0,0,0
1126,1127,Hannah,2014-10-07 13:54:00,1,Intact Female,180.0,491,0,104,102,0,4,2,0,0,1,0,-1,1,1,0,41,1,1,280,10,2,2014,13,54,1,0,1,1
1127,1128,Meg,2014-06-21 12:22:00,0,Spayed Female,3650.0,767,0,151,102,1,0,2,0,0,0,5,-1,1,1,5,25,5,1,172,6,1,2014,12,22,1,6,1,0
1128,1129,Rusty,2014-03-25 13:11:00,1,Neutered Male,330.0,1356,0,304,12,0,3,1,1,1,1,1,0,0,1,1,13,1,1,84,3,0,2014,13,11,1,0,0,0
1129,1130,Knick,2015-12-28 12:45:00,1,Neutered Male,1825.0,208,0,40,102,0,2,1,2,2,1,13,-1,1,1,3,53,0,1,362,12,3,2015,12,45,1,0,0,0
1130,1131,Lola,2015-05-10 18:12:00,1,Spayed Female,730.0,553,0,115,102,1,0,2,0,0,0,1,4,0,1,2,19,6,1,130,5,1,2015,18,12,1,4,1,0
1131,1132,Dottie,2015-08-10 14:00:00,0,Intact Female,60.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,33,0,1,222,8,2,2015,14,0,1,0,1,1
1132,1133,,2015-07-10 16:19:00,1,Spayed Female,60.0,980,0,223,102,0,2,1,0,3,1,13,1,0,0,0,28,4,1,191,7,1,2015,16,19,1,0,1,0
1133,1134,Pepper,2015-04-01 12:57:00,0,Intact Female,2920.0,775,0,155,102,1,0,2,0,0,0,5,1,0,1,4,14,2,1,91,4,1,2015,12,57,1,0,1,1
1134,1135,,2014-06-22 09:00:00,0,Intact Female,730.0,767,0,151,102,1,0,2,0,0,0,10,1,0,0,2,25,6,1,173,6,1,2014,9,0,0,6,1,1
1135,1136,,2015-04-28 16:45:00,0,Unknown,7.0,775,0,155,102,1,0,2,0,0,0,5,1,0,0,0,18,1,1,118,4,1,2015,16,45,1,0,2,2
1136,1137,,2014-01-13 10:14:00,0,Neutered Male,1095.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,2,3,0,1,13,1,0,2014,10,14,0,0,0,0
1137,1138,Jelly,2015-08-02 14:15:00,1,Neutered Male,30.0,1293,0,299,102,1,0,1,1,1,0,3,-1,1,1,0,31,6,1,214,8,2,2015,14,15,1,0,0,0
1138,1139,Arro,2015-12-05 15:19:00,1,Neutered Male,365.0,1023,0,235,102,1,4,1,1,1,1,5,-1,1,1,1,49,5,1,339,12,3,2015,15,19,1,0,0,0
1139,1140,George,2014-03-17 11:31:00,0,Neutered Male,300.0,775,0,155,102,1,0,2,0,0,0,8,1,0,1,1,12,0,1,76,3,0,2014,11,31,1,0,0,0
1140,1141,Smokey,2015-12-28 14:35:00,0,Neutered Male,330.0,775,0,155,102,1,0,2,0,0,0,3,1,0,1,1,53,0,1,362,12,3,2015,14,35,1,0,0,0
1141,1142,Oreo,2015-12-07 18:12:00,1,Neutered Male,60.0,307,0,71,102,1,3,1,2,2,2,5,1,0,1,0,50,0,1,341,12,3,2015,18,12,1,0,0,0
1142,1143,Marley,2013-12-15 15:51:00,1,Spayed Female,365.0,1031,0,234,12,0,4,1,1,1,1,5,1,0,1,1,50,6,1,349,12,3,2013,15,51,1,0,1,0
1143,1144,Casanova,2015-02-13 12:18:00,1,Intact Male,730.0,1500,0,344,102,0,2,0,1,1,3,4,1,0,1,2,7,4,1,44,2,0,2015,12,18,1,0,0,1
1144,1145,,2014-07-22 15:40:00,0,Unknown,5475.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,5,30,1,1,203,7,1,2014,15,40,1,0,2,2
1145,1146,Cc,2014-11-02 17:12:00,1,Spayed Female,60.0,856,0,186,42,0,4,1,2,2,1,20,1,0,1,0,44,6,1,306,11,2,2014,17,12,1,0,1,0
1146,1147,Grant,2013-10-30 15:13:00,1,Neutered Male,1825.0,126,0,27,114,0,3,1,2,2,1,13,-1,1,1,3,44,2,1,303,10,2,2013,15,13,1,0,0,0
1147,1148,,2013-11-03 17:14:00,1,Neutered Male,60.0,553,0,115,102,1,0,2,0,0,0,0,-1,1,0,0,44,6,1,307,11,2,2013,17,14,1,0,0,0
1148,1149,Debo,2015-09-20 13:24:00,1,Neutered Male,730.0,1022,1,234,102,0,4,1,1,1,1,5,-1,1,1,2,38,6,1,263,9,2,2015,13,24,1,0,0,0
1149,1150,Stella,2016-01-31 00:00:00,1,Spayed Female,1825.0,1127,0,248,102,0,1,1,2,2,1,5,0,0,1,3,4,6,1,31,1,0,2016,0,0,0,0,1,0
1150,1151,,2014-08-06 15:47:00,0,Spayed Female,90.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,32,2,1,218,8,2,2014,15,47,1,0,1,0
1151,1152,Remi,2015-03-16 11:12:00,1,Spayed Female,365.0,65,0,21,102,0,4,1,2,2,1,4,1,0,1,1,12,0,1,75,3,0,2015,11,12,1,0,1,0
1152,1153,,2014-07-13 17:25:00,0,Neutered Male,90.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,0,0,28,6,1,194,7,1,2014,17,25,1,0,0,0
1153,1154,Astro,2015-07-07 13:36:00,0,Intact Male,60.0,772,0,153,102,1,0,2,0,0,0,8,1,0,1,0,28,1,1,188,7,1,2015,13,36,1,0,0,1
1154,1155,Nappa,2014-03-10 11:44:00,1,Neutered Male,1460.0,1567,1,366,102,0,3,1,2,2,1,0,-1,0,1,3,11,0,1,69,3,0,2014,11,44,1,0,0,0
1155,1156,Winkie,2014-07-17 16:17:00,0,Spayed Female,365.0,775,0,155,102,1,0,2,0,0,0,14,-1,1,1,1,29,3,1,198,7,1,2014,16,17,1,0,1,0
1156,1157,Shelby,2015-05-28 16:02:00,1,Spayed Female,5110.0,553,0,115,102,1,0,2,0,0,0,4,-1,1,1,5,22,3,1,148,5,1,2015,16,2,1,0,1,0
1157,1158,Murphy,2015-09-04 16:26:00,1,Neutered Male,2920.0,1023,0,235,102,1,4,1,1,1,1,4,-1,1,1,4,36,4,1,247,9,2,2015,16,26,1,0,0,0
1158,1159,Ina,2014-01-30 18:40:00,1,Spayed Female,1825.0,841,0,187,102,1,4,1,2,2,1,1,-1,1,1,3,5,3,1,30,1,0,2014,18,40,1,0,1,0
1159,1160,Sansa,2015-07-03 12:38:00,1,Intact Female,90.0,1520,0,348,102,0,4,0,0,0,2,2,-1,1,1,0,27,4,1,184,7,1,2015,12,38,1,0,1,1
1160,1161,,2013-10-17 16:35:00,1,Neutered Male,120.0,307,0,71,102,1,3,1,2,2,2,5,1,0,0,0,42,3,1,290,10,2,2013,16,35,1,0,0,0
1161,1162,Abby,2014-07-14 17:51:00,0,Spayed Female,90.0,772,0,153,102,1,0,2,0,0,0,2,-1,0,1,0,29,0,1,195,7,1,2014,17,51,1,0,1,0
1162,1163,Hollie,2015-11-26 11:17:00,1,Intact Female,4745.0,307,0,71,102,1,3,1,2,2,2,21,1,0,1,5,48,3,1,330,11,2,2015,11,17,1,9,1,1
1163,1164,Nugget,2015-07-26 18:14:00,1,Spayed Female,1095.0,553,0,115,102,1,0,2,0,0,0,4,1,0,1,2,30,6,1,207,7,1,2015,18,14,1,0,1,0
1164,1165,Eboni,2014-06-16 20:29:00,0,Spayed Female,4745.0,767,0,151,102,1,0,2,0,0,0,5,-1,1,1,5,25,0,1,167,6,1,2014,20,29,0,0,1,0
1165,1166,Siegfried,2014-06-11 18:10:00,0,Neutered Male,270.0,775,0,155,102,1,0,2,0,0,0,5,1,0,1,1,24,2,1,162,6,1,2014,18,10,1,0,0,0
1166,1167,Alysia,2015-08-15 15:23:00,0,Intact Female,3650.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,5,33,5,1,227,8,2,2015,15,23,1,0,1,1
1167,1168,Cristoff,2015-09-09 12:07:00,1,Neutered Male,1825.0,1165,0,257,102,1,2,1,1,1,3,1,-1,1,1,3,37,2,1,252,9,2,2015,12,7,1,0,0,0
1168,1169,Sinbad,2015-11-13 16:18:00,1,Intact Male,1460.0,1568,0,367,102,0,3,1,2,2,1,1,5,0,1,3,46,4,1,317,11,2,2015,16,18,1,0,0,1
1169,1170,,2014-06-09 19:15:00,0,Unknown,7.0,775,0,155,102,1,0,2,0,0,0,3,-1,1,0,0,24,0,1,160,6,1,2014,19,15,1,0,2,2
1170,1171,Lucy,2015-10-07 17:46:00,1,Spayed Female,365.0,686,0,135,102,1,2,1,2,2,2,13,-1,1,1,1,41,2,1,280,10,2,2015,17,46,1,0,1,0
1171,1172,Tabitha,2014-02-19 19:10:00,0,Intact Female,120.0,775,0,155,102,1,0,2,0,0,0,2,1,0,1,0,8,2,1,50,2,0,2014,19,10,1,0,1,1
1172,1173,Cesar Chavez,2014-03-29 13:04:00,1,Neutered Male,150.0,1023,0,235,102,1,4,1,1,1,1,6,-1,1,1,0,13,5,1,88,3,0,2014,13,4,1,0,0,0
1173,1174,,2014-06-11 17:11:00,0,Unknown,14.0,775,0,155,102,1,0,2,0,0,0,3,1,0,0,0,24,2,1,162,6,1,2014,17,11,1,0,2,2
1174,1175,Ophye,2014-04-27 17:59:00,1,Spayed Female,365.0,1033,0,234,14,0,4,1,1,1,1,5,1,0,1,1,17,6,1,117,4,1,2014,17,59,1,0,1,0
1175,1176,,2014-07-16 18:14:00,0,Neutered Male,60.0,1515,0,346,102,1,0,2,0,0,0,23,-1,0,0,0,29,2,1,197,7,1,2014,18,14,1,0,0,0
1176,1177,,2015-02-16 17:57:00,0,Neutered Male,120.0,775,0,155,102,1,0,2,0,0,0,3,-1,0,0,0,8,0,1,47,2,0,2015,17,57,1,0,0,0
1177,1178,Theo,2013-10-06 17:06:00,1,Neutered Male,365.0,1568,0,367,102,0,3,1,2,2,1,0,1,0,1,1,40,6,1,279,10,2,2013,17,6,1,0,0,0
1178,1179,Aurora,2015-07-19 14:18:00,0,Spayed Female,365.0,767,0,151,102,1,0,2,0,0,0,5,-1,1,1,1,29,6,1,200,7,1,2015,14,18,1,0,1,0
1179,1180,,2014-08-03 09:00:00,0,Intact Male,365.0,772,0,153,102,1,0,2,0,0,0,19,-1,0,0,1,31,6,1,215,8,2,2014,9,0,0,0,0,1
1180,1181,,2015-08-13 14:44:00,0,Intact Female,30.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,0,33,3,1,225,8,2,2015,14,44,1,0,1,1
1181,1182,Cami,2015-02-28 14:08:00,1,Spayed Female,730.0,1335,0,298,154,0,4,1,1,1,1,18,1,0,1,2,9,5,1,59,2,0,2015,14,8,1,0,1,0
1182,1183,Ginger,2013-11-30 19:05:00,0,Spayed Female,90.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,1,0,48,5,1,334,11,2,2013,19,5,1,0,1,0
1183,1184,Pringle,2014-06-30 12:45:00,0,Neutered Male,60.0,767,0,151,102,1,0,2,0,0,0,1,8,0,1,0,27,0,1,181,6,1,2014,12,45,1,0,0,0
1184,1185,,2015-04-18 12:44:00,0,Spayed Female,60.0,74,0,22,102,0,0,2,0,0,0,3,-1,1,0,0,16,5,1,108,4,1,2015,12,44,1,0,1,0
1185,1186,,2015-05-31 14:54:00,1,Intact Female,5.0,32,0,12,102,0,5,1,0,0,1,1,-1,1,0,0,22,6,1,151,5,1,2015,14,54,1,0,1,1
1186,1187,Simon,2015-11-22 13:36:00,1,Neutered Male,270.0,1293,0,299,102,1,0,1,1,1,0,18,1,0,1,1,47,6,1,326,11,2,2015,13,36,1,0,0,0
1187,1188,Saltydog,2014-05-24 13:06:00,1,Intact Male,2920.0,1022,1,234,102,0,4,1,1,1,1,4,16,0,1,4,21,5,1,144,5,1,2014,13,6,1,0,0,1
1188,1189,Chapo,2014-10-16 18:43:00,1,Neutered Male,3650.0,1023,0,235,102,1,4,1,1,1,1,5,-1,1,1,5,42,3,1,289,10,2,2014,18,43,1,0,0,0
1189,1190,,2015-11-11 11:35:00,0,Intact Male,21.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,0,0,46,2,1,315,11,2,2015,11,35,1,8,0,1
1190,1191,Allen,2014-02-22 17:30:00,1,Neutered Male,60.0,686,0,135,102,1,2,1,2,2,2,6,1,0,1,0,8,5,1,53,2,0,2014,17,30,1,0,0,0
1191,1192,,2015-06-06 16:20:00,0,Unknown,14.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,0,23,5,1,157,6,1,2015,16,20,1,0,2,2
1192,1193,Buddy,2014-01-08 13:54:00,1,Intact Male,730.0,1661,0,407,102,0,1,1,1,1,1,7,4,0,1,2,2,2,1,8,1,0,2014,13,54,1,0,0,1
1193,1194,Big Boy,2013-12-14 15:41:00,1,Neutered Male,1460.0,1293,0,299,102,1,0,1,1,1,0,3,1,0,1,3,50,5,1,348,12,3,2013,15,41,1,0,0,0
1194,1195,Kaya,2015-06-08 16:52:00,1,Intact Female,2920.0,1600,1,382,102,0,2,1,0,3,3,22,-1,1,1,4,24,0,1,159,6,1,2015,16,52,1,0,1,1
1195,1196,Cocoa,2016-02-03 14:23:00,1,Spayed Female,2190.0,155,0,32,102,0,3,1,1,1,1,9,1,0,1,3,5,2,1,34,2,0,2016,14,23,1,0,1,0
1196,1197,Jewels,2015-11-22 11:43:00,1,Spayed Female,2555.0,1636,0,400,102,0,2,1,1,1,2,1,-1,1,1,4,47,6,1,326,11,2,2015,11,43,1,0,1,0
1197,1198,Cookie,2013-11-07 17:16:00,1,Spayed Female,2190.0,1415,0,318,102,0,3,1,2,2,1,1,4,0,1,3,45,3,1,311,11,2,2013,17,16,1,0,1,0
1198,1199,Jasmine,2015-08-08 11:54:00,0,Spayed Female,1825.0,775,0,155,102,1,0,2,0,0,0,14,-1,1,1,3,32,5,1,220,8,2,2015,11,54,1,0,1,0
1199,1200,Mimi,2015-04-26 17:23:00,0,Spayed Female,330.0,775,0,155,102,1,0,2,0,0,0,0,1,0,1,1,17,6,1,116,4,1,2015,17,23,1,0,1,0
1200,1201,,2015-08-27 17:24:00,0,Intact Female,28.0,1515,0,346,102,1,0,2,0,0,0,24,-1,0,0,0,35,3,1,239,8,2,2015,17,24,1,7,1,1
1201,1202,Diamond,2014-02-05 14:32:00,0,Spayed Female,240.0,775,0,155,102,1,0,2,0,0,0,0,1,0,1,1,6,2,1,36,2,0,2014,14,32,1,0,1,0
1202,1203,,2013-10-07 18:24:00,1,Neutered Male,60.0,76,0,24,102,0,0,2,0,0,0,1,13,0,0,0,41,0,1,280,10,2,2013,18,24,1,0,0,0
1203,1204,,2015-06-06 09:00:00,0,Intact Female,365.0,767,0,151,102,1,0,2,0,0,0,14,-1,1,0,1,23,5,1,157,6,1,2015,9,0,0,0,1,1
1204,1205,,2014-05-08 18:36:00,0,Intact Female,7.0,775,0,155,102,1,0,2,0,0,0,14,-1,1,0,0,19,3,1,128,5,1,2014,18,36,1,0,1,1
1205,1206,Mizzou,2014-02-28 15:11:00,1,Spayed Female,270.0,1023,0,235,102,1,4,1,1,1,1,5,-1,1,1,1,9,4,1,59,2,0,2014,15,11,1,0,1,0
1206,1207,,2015-11-13 12:43:00,0,Neutered Male,1825.0,775,0,155,102,1,0,2,0,0,0,3,-1,1,0,3,46,4,1,317,11,2,2015,12,43,1,0,0,0
1207,1208,Artemis,2015-03-15 12:16:00,1,Neutered Male,180.0,1293,0,299,102,1,0,1,1,1,0,5,1,0,1,0,11,6,1,74,3,0,2015,12,16,1,0,0,0
1208,1209,Sweety,2015-12-07 17:08:00,1,Intact Female,150.0,1293,0,299,102,1,0,1,1,1,0,1,-1,1,1,0,50,0,1,341,12,3,2015,17,8,1,0,1,1
1209,1210,Tiger,2015-06-17 08:25:00,1,Neutered Male,1460.0,378,0,77,102,1,3,1,1,1,1,0,1,0,1,3,25,2,1,168,6,1,2015,8,25,0,0,0,0
1210,1211,Sylvester,2016-02-07 14:36:00,0,Neutered Male,730.0,767,0,151,102,1,0,2,0,0,0,0,-1,0,1,2,5,6,1,38,2,0,2016,14,36,1,0,0,0
1211,1212,Mia,2014-09-15 18:44:00,0,Spayed Female,60.0,1515,0,346,102,1,0,2,0,0,0,23,-1,0,1,0,38,0,1,258,9,2,2014,18,44,1,0,1,0
1212,1213,Cowboy,2014-09-02 14:53:00,1,Neutered Male,150.0,91,0,28,102,0,3,1,2,2,1,13,-1,1,1,0,36,1,1,245,9,2,2014,14,53,1,0,0,0
1213,1214,,2013-11-03 17:27:00,0,Intact Female,14.0,1515,0,346,102,1,0,2,0,0,0,19,-1,0,0,0,44,6,1,307,11,2,2013,17,27,1,0,1,1
1214,1215,,2015-07-18 18:46:00,0,Spayed Female,60.0,775,0,155,102,1,0,2,0,0,0,0,1,0,0,0,29,5,1,199,7,1,2015,18,46,1,0,1,0
1215,1216,Chica,2014-09-04 17:03:00,1,Spayed Female,2555.0,742,0,139,16,0,3,1,2,2,1,1,5,0,1,4,36,3,1,247,9,2,2014,17,3,1,0,1,0
1216,1217,Thor,2014-05-23 15:18:00,1,Neutered Male,730.0,1023,0,235,102,1,4,1,1,1,1,12,-1,1,1,2,21,4,1,143,5,1,2014,15,18,1,0,0,0
1217,1218,Eliza,2014-07-09 14:46:00,0,Intact Female,30.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,0,28,2,1,190,7,1,2014,14,46,1,0,1,1
1218,1219,Gage,2013-10-01 12:24:00,1,Neutered Male,730.0,32,0,12,102,0,5,1,0,0,1,1,0,0,1,2,40,1,1,274,10,2,2013,12,24,1,0,0,0
1219,1220,,2015-05-26 17:16:00,0,Intact Male,365.0,772,0,153,102,1,0,2,0,0,0,5,-1,1,0,1,22,1,1,146,5,1,2015,17,16,1,0,0,1
1220,1221,Sandy,2016-01-22 12:03:00,1,Spayed Female,2190.0,1633,0,398,102,0,2,1,0,0,3,1,-1,1,1,3,3,4,1,22,1,0,2016,12,3,1,0,1,0
1221,1222,Millie,2015-02-28 17:09:00,0,Spayed Female,150.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,9,5,1,59,2,0,2015,17,9,1,0,1,0
1222,1223,Penelope,2014-08-16 18:19:00,1,Spayed Female,365.0,1293,0,299,102,1,0,1,1,1,0,5,1,0,1,1,33,5,1,228,8,2,2014,18,19,1,0,1,0
1223,1224,,2015-05-03 16:24:00,1,Intact Male,300.0,1654,0,404,102,0,0,2,0,0,0,13,-1,1,0,1,18,6,1,123,5,1,2015,16,24,1,0,0,1
1224,1225,Ella,2013-11-27 11:59:00,1,Intact Female,28.0,869,0,186,97,0,4,1,2,2,1,5,4,0,1,0,48,2,1,331,11,2,2013,11,59,1,9,1,1
1225,1226,,2014-09-03 18:02:00,1,Neutered Male,365.0,980,0,223,102,0,2,1,0,3,1,9,1,0,0,1,36,2,1,246,9,2,2014,18,2,1,0,0,0
1226,1227,Sandy,2015-05-12 14:08:00,1,Spayed Female,2190.0,553,0,115,102,1,0,2,0,0,0,0,-1,1,1,3,20,1,1,132,5,1,2015,14,8,1,0,1,0
1227,1228,Maisy,2015-09-10 12:42:00,1,Intact Female,150.0,725,0,132,92,0,2,1,2,2,2,5,1,0,1,0,37,3,1,253,9,2,2015,12,42,1,0,1,1
1228,1229,Kitty Girl,2014-02-19 14:50:00,0,Spayed Female,1095.0,775,0,155,102,1,0,2,0,0,0,0,1,0,1,2,8,2,1,50,2,0,2014,14,50,1,0,1,0
1229,1230,Olga,2013-11-05 15:44:00,0,Spayed Female,90.0,775,0,155,102,1,0,2,0,0,0,14,-1,1,1,0,45,1,1,309,11,2,2013,15,44,1,0,1,0
1230,1231,Donner,2015-12-20 18:04:00,1,Neutered Male,60.0,488,0,101,116,0,3,1,1,1,1,0,1,0,1,0,51,6,1,354,12,3,2015,18,4,1,0,0,0
1231,1232,Clementine,2015-01-31 17:40:00,0,Spayed Female,90.0,775,0,155,102,1,0,2,0,0,0,0,1,0,1,0,5,5,1,31,1,0,2015,17,40,1,0,1,0
1232,1233,Onyx,2014-03-22 12:55:00,0,Neutered Male,730.0,772,0,153,102,1,0,2,0,0,0,5,-1,1,1,2,12,5,1,81,3,0,2014,12,55,1,0,0,0
1233,1234,,2014-05-04 13:49:00,0,Intact Female,28.0,775,0,155,102,1,0,2,0,0,0,5,1,0,0,0,18,6,1,124,5,1,2014,13,49,1,0,1,1
1234,1235,Moose,2015-03-24 18:43:00,1,Neutered Male,1095.0,1023,0,235,102,1,4,1,1,1,1,9,-1,1,1,2,13,1,1,83,3,0,2015,18,43,1,0,0,0
1235,1236,Poppy,2013-10-13 15:38:00,1,Spayed Female,730.0,1235,0,271,26,0,3,1,2,3,1,0,1,0,1,2,41,6,1,286,10,2,2013,15,38,1,0,1,0
1236,1237,Boss,2015-08-06 15:06:00,1,Neutered Male,365.0,1293,0,299,102,1,0,1,1,1,0,4,-1,1,1,1,32,3,1,218,8,2,2015,15,6,1,0,0,0
1237,1238,Roman,2015-02-21 17:11:00,0,Neutered Male,365.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,1,8,5,1,52,2,0,2015,17,11,1,0,0,0
1238,1239,,2015-07-02 12:23:00,0,Unknown,14.0,775,0,155,102,1,0,2,0,0,0,2,-1,0,0,0,27,3,1,183,7,1,2015,12,23,1,0,2,2
1239,1240,T-Che,2013-10-19 17:48:00,1,Neutered Male,1095.0,535,0,113,102,0,0,2,0,0,0,0,1,0,1,2,42,5,1,292,10,2,2013,17,48,1,0,0,0
1240,1241,Patches,2014-08-23 12:00:00,0,Neutered Male,3650.0,775,0,155,102,1,0,2,0,0,0,0,1,0,1,5,34,5,1,235,8,2,2014,12,0,1,0,0,0
1241,1242,,2014-03-01 17:51:00,1,Intact Female,30.0,1451,0,324,102,0,5,1,0,0,1,5,4,0,0,0,9,5,1,60,3,0,2014,17,51,1,0,1,1
1242,1243,Buster,2014-05-24 08:13:00,1,Intact Male,14.0,575,0,114,89,0,2,1,0,3,1,1,-1,1,1,0,21,5,1,144,5,1,2014,8,13,0,0,0,1
1243,1244,Sugar Bear,2016-01-05 17:21:00,1,Intact Female,365.0,922,0,200,102,0,5,1,0,3,2,1,-1,1,1,1,1,1,1,5,1,0,2016,17,21,1,0,1,1
1244,1245,,2014-11-25 16:04:00,0,Intact Female,7300.0,775,0,155,102,1,0,2,0,0,0,0,1,0,0,5,48,1,1,329,11,2,2014,16,4,1,9,1,1
1245,1246,,2015-03-23 13:37:00,1,Intact Female,1460.0,1293,0,299,102,1,0,1,1,1,0,1,0,0,0,3,13,0,1,82,3,0,2015,13,37,1,0,1,1
1246,1247,Dwayne M,2015-08-31 18:13:00,1,Neutered Male,365.0,561,0,114,29,0,3,1,1,1,1,1,5,0,1,1,36,0,1,243,8,2,2015,18,13,1,0,0,0
1247,1248,,2013-12-30 17:23:00,1,Spayed Female,730.0,1188,0,259,102,0,2,1,0,0,2,15,1,0,0,2,1,0,1,364,12,3,2013,17,23,1,0,1,0
1248,1249,,2014-10-13 18:00:00,1,Spayed Female,330.0,365,0,75,102,0,3,1,1,1,1,5,1,0,0,1,42,0,1,286,10,2,2014,18,0,1,0,1,0
1249,1250,,2014-06-19 17:11:00,1,Intact Male,120.0,1388,0,311,17,0,2,1,1,1,1,0,-1,1,0,0,25,3,1,170,6,1,2014,17,11,1,5,0,1
1250,1251,Norman,2015-01-12 17:08:00,1,Neutered Male,1095.0,450,0,96,102,0,2,1,2,2,2,4,-1,1,1,2,3,0,1,12,1,0,2015,17,8,1,0,0,0
1251,1252,Theo,2015-02-08 15:16:00,0,Neutered Male,120.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,1,0,6,6,1,39,2,0,2015,15,16,1,0,0,0
1252,1253,Fritz,2016-02-01 18:40:00,1,Neutered Male,300.0,1500,0,344,102,0,2,0,1,1,3,1,5,0,1,1,5,0,1,32,2,0,2016,18,40,1,0,0,0
1253,1254,,2014-04-29 13:38:00,0,Intact Male,6.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,0,0,18,1,1,119,4,1,2014,13,38,1,0,0,1
1254,1255,Pepper,2014-10-13 14:03:00,1,Spayed Female,120.0,307,0,71,102,1,3,1,2,2,2,5,1,0,1,0,42,0,1,286,10,2,2014,14,3,1,0,1,0
1255,1256,Bella,2014-06-28 13:35:00,1,Spayed Female,1460.0,910,0,198,102,0,4,1,0,0,1,5,1,0,1,3,26,5,1,179,6,1,2014,13,35,1,0,1,0
1256,1257,Shilo,2015-11-01 17:42:00,1,Spayed Female,730.0,556,0,114,15,0,3,1,0,3,1,5,1,0,1,2,44,6,1,305,11,2,2015,17,42,1,0,1,0
