AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,IsPureBreed,Breed1,Breed2,IsPopularBreed,Color1,Color2,HasName,AgeGroup,WeekDay,Month,Quarter,Year,ExitHour,ExitMinute,IsOpen,Holiday,Sex,Fertile
A709198,Cooper,2015-08-12 18:21:00,Adoption,,1,Neutered Male,60.0,Chihuahua Shorthair/Pomeranian,0,114,117,0,0,0,1,0,2,8,2,2015,18,21,1,0,0,0
A718385,Eleanor,2016-01-05 13:20:00,Transfer,Partner,0,Spayed Female,2555.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,4,1,1,0,2016,13,20,1,0,1,0
A717038,,2015-12-03 08:00:00,Euthanasia,Rabies Risk,0,Intact Female,730.0,Domestic Shorthair Mix,0,155,102,1,0,0,0,2,3,12,3,2015,8,0,0,0,1,1
A669006,Matthew,2013-12-23 11:27:00,Transfer,Partner,0,Intact Male,365.0,Domestic Longhair Mix,0,151,102,1,0,-1,1,1,0,12,3,2013,11,27,1,10,0,1
A700330,Dougal,2015-05-23 14:01:00,Adoption,,1,Neutered Male,365.0,Pit Bull Mix,0,299,102,1,0,0,1,1,5,5,1,2015,14,1,1,0,0,0
A713415,Sissy,2015-10-18 18:23:00,Adoption,,1,Spayed Female,300.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,1,6,10,2,2015,18,23,1,0,1,0
A704794,,2015-06-10 09:00:00,Transfer,SCRP,0,Intact Female,365.0,Domestic Shorthair Mix,0,155,102,1,2,0,0,1,2,6,1,2015,9,0,0,0,1,1
A717005,Thumper,2015-12-07 19:11:00,Return_to_owner,,1,Intact Male,730.0,Miniature Poodle Mix,0,257,102,1,0,-1,1,2,0,12,3,2015,19,11,1,0,0,1
A714836,Desiree,2015-11-10 00:00:00,Return_to_owner,,1,Spayed Female,730.0,Border Collie Mix,0,71,102,1,0,0,1,2,1,11,2,2015,0,0,0,0,1,0
A680555,Achilles,2014-06-28 13:41:00,Adoption,,0,Intact Male,60.0,Domestic Shorthair,1,154,102,1,0,0,1,0,5,6,1,2014,13,41,1,0,0,1
A680057,,2014-05-29 08:00:00,Transfer,SCRP,0,Intact Male,90.0,Domestic Shorthair Mix,0,155,102,1,2,-1,0,0,3,5,1,2014,8,0,0,0,0,1
A679186,,2014-05-17 13:30:00,Transfer,Partner,0,Intact Female,14.0,Domestic Shorthair Mix,0,155,102,1,0,0,0,0,5,5,1,2014,13,30,1,0,1,1
A684091,Benny,2014-08-30 18:22:00,Adoption,Foster,0,Neutered Male,60.0,Domestic Shorthair Mix,0,155,102,1,2,-1,1,0,5,8,2,2014,18,22,1,0,0,0
A695306,Mr. Peabody,2015-01-18 17:38:00,Transfer,Partner,1,Neutered Male,365.0,Shih Tzu Mix,0,344,102,0,0,0,1,1,6,1,0,2015,17,38,1,0,0,0
A715547,Mr. Bonanny,2016-01-20 13:21:00,Adoption,,0,Neutered Male,365.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,1,2,1,0,2016,13,21,1,0,0,0
A704110,,2015-06-07 15:32:00,Transfer,Partner,0,Intact Male,30.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,6,6,1,2015,15,32,1,0,0,1
A651363,Luna,2015-01-09 18:23:00,Return_to_owner,,1,Spayed Female,365.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,1,4,1,0,2015,18,23,1,0,1,0
A687241,,2014-09-07 12:05:00,Transfer,Partner,1,Spayed Female,120.0,Doberman Pinsch Mix,0,145,102,0,0,-1,0,0,6,9,2,2014,12,5,1,0,1,0
A714695,,2015-10-27 12:27:00,Transfer,Partner,0,Unknown,28.0,Domestic Shorthair Mix,0,155,102,1,3,-1,0,0,1,10,2,2015,12,27,1,0,2,2
A716349,,2015-11-18 17:56:00,Transfer,Partner,0,Intact Male,14.0,Domestic Shorthair Mix,0,155,102,1,3,-1,0,0,2,11,2,2015,17,56,1,0,0,1
A673999,Scrappy,2014-03-05 18:50:00,Transfer,Partner,1,Intact Male,150.0,Miniature Pinscher Mix,0,255,102,0,0,0,1,0,2,3,0,2014,18,50,1,0,0,1
A691096,,2014-11-02 12:51:00,Transfer,Partner,1,Intact Female,30.0,Catahoula Mix,0,106,102,0,0,0,0,0,6,11,2,2014,12,51,1,0,1,1
A717641,Templeton,2015-12-17 12:42:00,Adoption,,1,Neutered Male,1095.0,Rat Terrier/Chihuahua Shorthair,0,317,46,0,0,0,1,2,3,12,3,2015,12,42,1,0,0,0
A668734,Vana White,2014-01-05 15:11:00,Transfer,Partner,1,Intact Female,730.0,Pit Bull Mix,0,299,102,1,0,0,1,2,6,1,0,2014,15,11,1,0,1,1
A684419,,2014-07-24 09:00:00,Transfer,SCRP,0,Intact Female,120.0,Domestic Shorthair Mix,0,155,102,1,2,-1,0,0,3,7,1,2014,9,0,0,0,1,1
A701956,Davis,2015-10-18 17:07:00,Adoption,,0,Spayed Female,365.0,Domestic Shorthair Mix,0,155,102,1,2,-1,1,1,6,10,2,2015,17,7,1,0,1,0
A709168,,2015-08-11 00:00:00,Transfer,Partner,0,Intact Male,21.0,Domestic Shorthair Mix,0,155,102,1,2,0,0,0,1,8,2,2015,0,0,0,0,0,1
A712229,Ginger,2015-11-10 14:25:00,Adoption,Foster,0,Neutered Male,60.0,Domestic Shorthair Mix,0,155,102,1,3,-1,1,0,1,11,2,2015,14,25,1,0,0,0
A687402,,2014-09-04 13:29:00,Transfer,Partner,0,Intact Female,21.0,Domestic Shorthair Mix,0,155,102,1,0,0,0,0,3,9,2,2014,13,29,1,0,1,1
A689982,,2014-10-18 14:24:00,Transfer,Partner,1,Neutered Male,730.0,Labrador Retriever Mix,0,235,102,1,0,-1,0,2,5,10,2,2014,14,24,1,0,0,0
A714355,Sarah,2015-11-20 15:05:00,Transfer,Partner,0,Spayed Female,1460.0,Domestic Longhair Mix,0,151,102,1,2,-1,1,3,4,11,2,2015,15,5,1,0,1,0
A708354,,2015-07-26 14:40:00,Transfer,Partner,0,Unknown,14.0,Domestic Shorthair,1,154,102,1,3,0,0,0,6,7,1,2015,14,40,1,0,2,2
A703324,Goose,2015-08-14 00:00:00,Adoption,,0,Spayed Female,2190.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,3,4,8,2,2015,0,0,0,0,1,0
A691598,Octavio,2014-11-13 17:07:00,Adoption,,1,Neutered Male,730.0,Collie Smooth/Siberian Husky,0,126,135,0,0,0,1,2,3,11,2,2014,17,7,1,0,0,0
A714685,,2015-11-01 18:39:00,Adoption,,1,Spayed Female,180.0,Pit Bull Mix,0,299,102,1,5,-1,0,0,6,11,2,2015,18,39,1,0,1,0
A541994,Snuggles,2015-06-22 19:58:00,Return_to_owner,,0,Neutered Male,2190.0,American Shorthair Mix,0,19,102,0,0,-1,1,3,0,6,1,2015,19,58,1,6,0,0
A705531,,2015-06-22 15:40:00,Euthanasia,Suffering,0,Intact Female,1825.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,3,0,6,1,2015,15,40,1,6,1,1
A688339,,2014-11-15 18:05:00,Adoption,Foster,1,Spayed Female,30.0,Cairn Terrier Mix,0,96,102,0,0,-1,0,0,5,11,2,2014,18,5,1,0,1,0
A705350,Toast,2015-07-18 18:20:00,Adoption,Foster,0,Neutered Male,60.0,Domestic Shorthair Mix,0,155,102,1,2,-1,1,0,5,7,1,2015,18,20,1,0,0,0
A686451,Garen,2014-09-14 14:00:00,Adoption,,1,Neutered Male,730.0,Border Collie Mix,0,71,102,1,0,0,1,2,6,9,2,2014,14,0,1,0,0,0
A682571,Finn,2014-07-25 10:04:00,Adoption,,1,Intact Male,90.0,German Shepherd Mix,0,187,102,1,0,0,1,0,4,7,1,2014,10,4,0,0,0,1
A540369,Kolben,2015-07-04 16:55:00,Return_to_owner,,1,Neutered Male,2555.0,German Shepherd Mix,0,187,102,1,0,-1,1,4,5,7,1,2015,16,55,1,11,0,0
A573350,Orson,2014-12-31 15:49:00,Adoption,,0,Neutered Male,1460.0,Domestic Shorthair Mix,0,155,102,1,2,-1,1,3,2,12,3,2014,15,49,1,0,0,0
A665850,Oscar,2013-12-21 19:22:00,Return_to_owner,,1,Neutered Male,1825.0,Yorkshire Terrier Mix,0,407,102,0,0,0,1,3,5,12,3,2013,19,22,1,0,0,0
A712911,Eloise,2015-12-31 10:22:00,Adoption,Foster,1,Spayed Female,2920.0,Shih Tzu Mix,0,344,102,0,0,0,1,4,3,12,3,2015,10,22,0,0,1,0
A681589,,2014-06-21 09:00:00,Transfer,SCRP,0,Intact Female,730.0,Domestic Medium Hair Mix,0,153,102,1,1,0,0,2,5,6,1,2014,9,0,0,6,1,1
A693788,,2015-02-07 17:45:00,Adoption,Foster,1,Neutered Male,30.0,Labrador Retriever Mix,0,235,102,1,0,0,0,0,5,2,0,2015,17,45,1,0,0,0
A673264,Herman,2014-02-26 16:47:00,Transfer,Partner,0,Neutered Male,730.0,Domestic Shorthair Mix,0,155,102,1,2,-1,1,2,2,2,0,2014,16,47,1,0,0,0
A709527,Georgia,2015-08-28 14:24:00,Adoption,,0,Spayed Female,365.0,Domestic Shorthair,1,154,102,1,1,-1,1,1,4,8,2,2015,14,24,1,0,1,0
A706154,,2015-06-30 13:09:00,Transfer,Partner,1,Spayed Female,120.0,Rat Terrier,1,317,102,0,0,-1,0,0,1,6,1,2015,13,9,1,0,1,0
A702322,Lobo,2015-05-27 12:35:00,Adoption,,1,Neutered Male,365.0,Siberian Husky Mix,0,348,102,0,0,-1,1,1,2,5,1,2015,12,35,1,0,0,0
A677985,,2014-05-19 14:19:00,Adoption,,1,Spayed Female,300.0,Pit Bull Mix,0,299,102,1,0,0,0,1,0,5,1,2014,14,19,1,0,1,0
A708126,Mama,2015-09-04 17:25:00,Return_to_owner,,1,Spayed Female,730.0,Border Collie Mix,0,71,102,1,0,-1,1,2,4,9,2,2015,17,25,1,0,1,0
A717873,Claus,2015-12-20 18:01:00,Adoption,,1,Neutered Male,365.0,Miniature Schnauzer/Yorkshire Terrier,0,258,160,0,0,-1,1,1,6,12,3,2015,18,1,1,0,0,0
A706254,,2015-07-07 08:34:00,Adoption,Foster,1,Neutered Male,210.0,Great Pyrenees Mix,0,200,102,0,0,-1,0,1,1,7,1,2015,8,34,0,0,0,0
A667769,Navi,2013-11-30 17:22:00,Adoption,,1,Neutered Male,1095.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,2,5,11,2,2013,17,22,1,0,0,0
A668659,Brandy,2014-04-30 18:30:00,Adoption,,1,Spayed Female,1095.0,Catahoula Mix,0,106,102,0,0,0,1,2,2,4,1,2014,18,30,1,0,1,0
A526238,Cookie,2014-01-27 11:05:00,Adoption,Foster,0,Spayed Female,3650.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,5,0,1,0,2014,11,5,1,0,1,0
A685356,Rex,2014-08-07 17:35:00,Return_to_owner,,1,Neutered Male,1825.0,German Shepherd,1,186,102,0,0,0,1,3,3,8,2,2014,17,35,1,0,0,0
A695141,Beau,2015-01-31 11:44:00,Adoption,,1,Neutered Male,365.0,Flat Coat Retriever Mix,0,181,102,0,0,0,1,1,5,1,0,2015,11,44,1,0,0,0
A675408,Ryan,2014-04-03 18:57:00,Adoption,,1,Spayed Female,180.0,Dachshund/Australian Kelpie,0,132,13,0,0,0,1,0,3,4,1,2014,18,57,1,0,1,0
A685236,,2014-08-09 12:59:00,Adoption,,1,Spayed Female,150.0,Cairn Terrier Mix,0,96,102,0,0,0,0,0,5,8,2,2014,12,59,1,0,1,0
A689604,Gizmo,2014-10-13 11:34:00,Adoption,,1,Neutered Male,2555.0,Pomeranian Mix,0,307,102,0,0,-1,1,4,0,10,2,2014,11,34,1,0,0,0
A598335,Jack,2014-10-27 17:54:00,Euthanasia,Aggressive,1,Intact Male,2190.0,Akita,1,5,102,0,0,0,1,3,0,10,2,2014,17,54,1,0,0,1
A667061,Bella,2013-11-23 14:53:00,Adoption,,0,Spayed Female,120.0,Domestic Shorthair,1,154,102,1,0,-1,1,0,5,11,2,2013,14,53,1,0,1,0
A700535,Bunnies,2015-04-22 11:50:00,Return_to_owner,,1,Neutered Male,2190.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,3,2,4,1,2015,11,50,1,0,0,0
A714854,Willow,2015-11-01 18:48:00,Adoption,,1,Spayed Female,120.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,0,6,11,2,2015,18,48,1,0,1,0
A677210,Hera,2014-06-15 17:13:00,Adoption,Foster,0,Spayed Female,60.0,Manx Mix,0,250,102,0,2,-1,1,0,6,6,1,2014,17,13,1,0,1,0
A673558,Gus,2014-03-13 18:24:00,Adoption,,1,Neutered Male,365.0,St. Bernard Smooth Coat/Anatol Shepherd,0,364,10,0,0,2,1,1,3,3,0,2014,18,24,1,0,0,0
A708524,,2015-07-29 13:44:00,Transfer,Partner,0,Unknown,28.0,Domestic Shorthair Mix,0,155,102,1,2,0,0,0,2,7,1,2015,13,44,1,0,2,2
A306362,Zoey,2015-07-18 16:40:00,Return_to_owner,,1,Spayed Female,4745.0,Labrador Retriever/Chow Chow,0,234,49,0,0,-1,1,5,5,7,1,2015,16,40,1,0,1,0
A718681,Bentley,2016-01-17 16:25:00,Return_to_owner,,1,Neutered Male,730.0,Pit Bull Mix,0,299,102,1,0,0,1,2,6,1,0,2016,16,25,1,0,0,0
A718592,Clara,2016-01-09 13:49:00,Adoption,,0,Spayed Female,365.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,1,5,1,0,2016,13,49,1,0,1,0
A673997,,2014-03-09 08:00:00,Transfer,SCRP,0,Intact Female,1825.0,Domestic Shorthair Mix,0,155,102,1,2,0,0,3,6,3,0,2014,8,0,0,0,1,1
A674241,Elise,2014-03-12 13:21:00,Transfer,Partner,0,Intact Female,365.0,Snowshoe Mix,0,356,102,0,4,0,1,1,2,3,0,2014,13,21,1,0,1,1
A678394,Ryder,2014-06-14 18:00:00,Adoption,,1,Neutered Male,1095.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,2,5,6,1,2014,18,0,1,0,0,0
A696624,,2015-02-14 17:49:00,Adoption,,0,Neutered Male,180.0,Domestic Longhair Mix,0,151,102,1,2,-1,0,0,5,2,0,2015,17,49,1,0,0,0
A703682,,2015-08-26 19:08:00,Adoption,,0,Neutered Male,90.0,Domestic Medium Hair Mix,0,153,102,1,2,0,0,0,2,8,2,2015,19,8,1,0,0,0
A712336,Azucar,2015-09-25 18:40:00,Adoption,,1,Spayed Female,365.0,Labrador Retriever Mix,0,235,102,1,0,-1,1,1,4,9,2,2015,18,40,1,0,1,0
A676810,,2014-04-15 15:30:00,Transfer,Partner,0,Intact Female,14.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,1,4,1,2014,15,30,1,0,1,1
A666944,,2014-02-10 17:51:00,Adoption,Foster,0,Spayed Female,120.0,Domestic Medium Hair Mix,0,153,102,1,0,-1,0,0,0,2,0,2014,17,51,1,0,1,0
A659667,,2013-10-26 13:34:00,Transfer,SCRP,0,Neutered Male,2920.0,Domestic Longhair Mix,0,151,102,1,0,0,0,4,5,10,2,2013,13,34,1,0,0,0
A711383,Greta,2015-09-18 13:58:00,Return_to_owner,,1,Spayed Female,730.0,German Shepherd Mix,0,187,102,1,0,0,1,2,4,9,2,2015,13,58,1,0,1,0
A688273,Dutchess,2014-09-20 16:04:00,Adoption,Offsite,1,Spayed Female,60.0,Chihuahua Shorthair Mix,0,115,102,1,5,0,1,0,5,9,2,2014,16,4,1,0,1,0
A592009,Cookie,2015-04-29 18:30:00,Return_to_owner,,1,Neutered Male,2555.0,Jack Russell Terrier/Rat Terrier,0,222,121,0,0,0,1,4,2,4,1,2015,18,30,1,0,0,0
A664543,Angel,2015-08-10 14:23:00,Adoption,Foster,1,Spayed Female,4015.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,5,0,8,2,2015,14,23,1,0,1,0
A683925,Fluffette,2014-07-19 14:02:00,Adoption,,0,Intact Female,120.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,5,7,1,2014,14,2,1,0,1,1
A687259,,2014-09-06 16:44:00,Transfer,Partner,1,Neutered Male,1095.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,0,2,5,9,2,2014,16,44,1,0,0,0
A707913,Shadow,2015-08-04 12:32:00,Adoption,,1,Neutered Male,365.0,Labrador Retriever Mix,0,235,102,1,0,0,1,1,1,8,2,2015,12,32,1,0,0,0
A663294,Mostro,2015-04-28 14:34:00,Adoption,,1,Neutered Male,1460.0,Pit Bull Mix,0,299,102,1,0,-1,1,3,1,4,1,2015,14,34,1,0,0,0
A657389,Canella,2015-08-04 12:04:00,Return_to_owner,,1,Spayed Female,1825.0,Pit Bull Mix,0,299,102,1,0,0,1,3,1,8,2,2015,12,4,1,0,1,0
A685553,Bertha,2014-08-10 17:14:00,Return_to_owner,,1,Spayed Female,120.0,Pointer Mix,0,305,102,0,0,0,1,0,6,8,2,2014,17,14,1,0,1,0
A676210,Jack,2014-07-12 18:41:00,Adoption,Foster,1,Neutered Male,90.0,Labrador Retriever Mix,0,235,102,1,0,-1,1,0,5,7,1,2014,18,41,1,0,0,0
A680316,Mojo,2014-06-07 16:58:00,Adoption,,0,Neutered Male,60.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,5,6,1,2014,16,58,1,0,0,0
A697339,,2015-02-23 18:36:00,Adoption,,1,Spayed Female,30.0,German Shepherd/Pit Bull,0,186,114,0,0,-1,0,0,0,2,0,2015,18,36,1,0,1,0
A668988,Lillie,2013-12-14 13:29:00,Return_to_owner,,1,Spayed Female,1825.0,Basset Hound Mix,0,38,102,0,0,0,1,3,5,12,3,2013,13,29,1,0,1,0
A701198,,2015-04-25 13:35:00,Transfer,Partner,0,Unknown,28.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,5,4,1,2015,13,35,1,0,2,2
A692849,Pelos,2014-11-30 17:00:00,Return_to_owner,,1,Neutered Male,1825.0,Chihuahua Shorthair/Border Terrier,0,114,27,0,0,-1,1,3,6,11,2,2014,17,0,1,0,0,0
A709339,,2015-08-07 14:37:00,Euthanasia,Suffering,0,Intact Female,30.0,Domestic Shorthair Mix,0,155,102,1,2,0,0,0,4,8,2,2015,14,37,1,0,1,1
A690112,Dayz,2014-10-18 18:03:00,Adoption,,1,Spayed Female,60.0,Queensland Heeler Mix,0,314,102,0,0,-1,1,0,5,10,2,2014,18,3,1,0,1,0
A689485,Sabrina,2014-12-06 15:13:00,Adoption,Offsite,0,Spayed Female,90.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,5,12,3,2014,15,13,1,0,1,0
A669889,,2014-01-02 18:02:00,Adoption,,1,Neutered Male,730.0,Chow Chow,1,120,102,0,0,-1,0,2,3,1,0,2014,18,2,1,0,0,0
A687796,Boomer,2014-09-16 11:22:00,Transfer,Partner,1,Intact Male,365.0,Dachshund/Chihuahua Shorthair,0,132,46,0,2,0,1,1,1,9,2,2014,11,22,1,0,0,1
A692439,Fluffy,2014-11-20 18:32:00,Return_to_owner,,1,Spayed Female,730.0,Soft Coated Wheaten Terrier Mix,0,358,102,0,0,-1,1,2,3,11,2,2014,18,32,1,0,1,0
A685592,,2014-08-09 16:00:00,Transfer,Partner,0,Intact Female,365.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,1,5,8,2,2014,16,0,1,0,1,1
A682374,Moonshine,2014-07-06 16:54:00,Adoption,,0,Spayed Female,60.0,Domestic Shorthair Mix,0,155,102,1,3,-1,1,0,6,7,1,2014,16,54,1,0,1,0
A506241,Napoleon,2013-12-18 13:48:00,Transfer,Partner,0,Neutered Male,2555.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,4,2,12,3,2013,13,48,1,0,0,0
A641941,Bo,2015-05-27 12:24:00,Transfer,Partner,1,Neutered Male,2190.0,Labrador Retriever Mix,0,235,102,1,0,0,1,3,2,5,1,2015,12,24,1,0,0,0
A676226,Cassie,2014-05-05 12:32:00,Transfer,Partner,0,Spayed Female,730.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,2,0,5,1,2014,12,32,1,0,1,0
A665133,Honey,2013-12-05 13:40:00,Adoption,,1,Spayed Female,240.0,Pit Bull Mix,0,299,102,1,0,0,1,1,3,12,3,2013,13,40,1,0,1,0
A699730,,2015-04-02 09:00:00,Transfer,SCRP,0,Intact Female,1095.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,2,3,4,1,2015,9,0,0,0,1,1
A680533,Ruby,2014-06-29 14:40:00,Adoption,,0,Spayed Female,365.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,1,6,6,1,2014,14,40,1,0,1,0
A695109,Cupcake,2015-01-21 13:57:00,Adoption,,1,Spayed Female,270.0,Whippet Mix,0,402,102,0,2,0,1,1,2,1,0,2015,13,57,1,0,1,0
A713239,Tila,2015-10-06 18:06:00,Return_to_owner,,1,Intact Female,270.0,Pit Bull Mix,0,299,102,1,0,-1,1,1,1,10,2,2015,18,6,1,0,1,1
A687713,Coogi,2014-09-10 17:29:00,Adoption,,1,Neutered Male,60.0,Pit Bull/Siberian Husky,0,298,135,0,0,0,1,0,2,9,2,2014,17,29,1,0,0,0
A687478,,2014-09-06 17:03:00,Return_to_owner,,1,Spayed Female,60.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,0,0,5,9,2,2014,17,3,1,0,1,0
A694390,Sadie,2014-12-27 15:16:00,Return_to_owner,,1,Spayed Female,365.0,Labrador Retriever/Basset Hound,0,234,16,0,0,-1,1,1,5,12,3,2014,15,16,1,10,1,0
A701763,Sammy,2015-05-11 17:08:00,Adoption,,1,Spayed Female,365.0,Cairn Terrier Mix,0,96,102,0,0,0,1,1,0,5,1,2015,17,8,1,0,1,0
A430437,Sammy,2014-05-27 13:30:00,Transfer,Partner,1,Neutered Male,3650.0,Cairn Terrier,1,95,102,0,2,-1,1,5,1,5,1,2014,13,30,1,0,0,0
A688164,Krypto,2015-08-04 17:27:00,Return_to_owner,,1,Neutered Male,730.0,Collie Smooth/Labrador Retriever,0,126,92,0,0,0,1,2,1,8,2,2015,17,27,1,0,0,0
A713577,Ferguson,2015-10-11 17:10:00,Return_to_owner,,1,Neutered Male,730.0,Cardigan Welsh Corgi Mix,0,102,102,0,0,-1,1,2,6,10,2,2015,17,10,1,0,0,0
A711078,Jj,2015-09-03 16:55:00,Return_to_owner,,1,Neutered Male,2190.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,3,3,9,2,2015,16,55,1,0,0,0
A692828,Vail,2014-12-01 18:46:00,Adoption,,1,Spayed Female,240.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,1,0,12,3,2014,18,46,1,0,1,0
A673569,,2014-02-27 15:18:00,Transfer,SCRP,0,Unknown,365.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,1,3,2,0,2014,15,18,1,0,2,2
A713499,Sammie,2015-10-11 16:27:00,Adoption,,1,Neutered Male,2190.0,Labrador Retriever Mix,0,235,102,1,0,-1,1,3,6,10,2,2015,16,27,1,0,0,0
A702614,Athena,2015-06-25 13:06:00,Adoption,,1,Spayed Female,730.0,Anatol Shepherd Mix,0,24,102,0,0,0,1,2,3,6,1,2015,13,6,1,0,1,0
A693162,,2015-01-01 17:21:00,Adoption,,1,Neutered Male,60.0,Australian Cattle Dog/Border Collie,0,27,26,0,0,0,0,0,3,1,0,2015,17,21,1,0,0,0
A588601,Jackie,2016-01-02 18:35:00,Return_to_owner,,1,Spayed Female,2555.0,Australian Cattle Dog Mix,0,28,102,1,1,0,1,4,5,1,0,2016,18,35,1,0,1,0
A686286,Jynx,2014-08-30 13:46:00,Adoption,,0,Spayed Female,150.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,5,8,2,2014,13,46,1,0,1,0
A685078,Buddy,2014-08-07 12:49:00,Return_to_owner,,1,Neutered Male,1095.0,Chihuahua Shorthair Mix,0,115,102,1,0,0,1,2,3,8,2,2014,12,49,1,0,0,0
A701307,Beatrice,2015-05-26 17:17:00,Transfer,Partner,0,Spayed Female,730.0,Domestic Shorthair Mix,0,155,102,1,1,-1,1,2,1,5,1,2015,17,17,1,0,1,0
A691704,Zander,2014-11-18 17:01:00,Transfer,Partner,0,Intact Male,60.0,Domestic Shorthair Mix,0,155,102,1,2,0,1,0,1,11,2,2014,17,1,1,0,0,1
A699293,Gerome,2015-03-29 15:26:00,Transfer,Partner,0,Intact Male,14.0,Domestic Shorthair Mix,0,155,102,1,0,0,1,0,6,3,0,2015,15,26,1,0,0,1
A713380,Muneca,2015-10-09 18:23:00,Return_to_owner,,1,Spayed Female,365.0,Miniature Poodle Mix,0,257,102,1,0,-1,1,1,4,10,2,2015,18,23,1,0,1,0
A684615,Goose,2014-08-21 14:20:00,Transfer,Partner,1,Neutered Male,365.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,1,1,3,8,2,2014,14,20,1,0,0,0
A682422,,2014-07-04 18:42:00,Transfer,Partner,1,Intact Male,120.0,Labrador Retriever/Australian Kelpie,0,234,13,0,0,-1,0,0,4,7,1,2014,18,42,1,11,0,1
A694550,,2015-01-03 14:54:00,Transfer,Partner,1,Intact Male,1095.0,Anatol Shepherd Mix,0,24,102,0,0,0,0,2,5,1,0,2015,14,54,1,0,0,1
A682996,,2014-07-09 18:18:00,Adoption,,1,Neutered Male,1095.0,Chihuahua Longhair Mix,0,113,102,0,0,-1,0,2,2,7,1,2014,18,18,1,0,0,0
A668174,,2013-12-04 19:03:00,Adoption,,1,Neutered Male,2190.0,Miniature Schnauzer,1,258,102,0,0,-1,0,3,2,12,3,2013,19,3,1,0,0,0
A702944,Raphaela,2015-06-26 18:25:00,Adoption,,0,Neutered Male,60.0,Domestic Medium Hair Mix,0,153,102,1,1,0,1,0,4,6,1,2015,18,25,1,0,0,0
A705688,Channel,2015-06-20 17:48:00,Transfer,Partner,1,Spayed Female,2555.0,Lhasa Apso Mix,0,240,102,0,0,0,1,4,5,6,1,2015,17,48,1,6,1,0
A713013,,2015-10-06 17:58:00,Adoption,,1,Neutered Male,270.0,Chihuahua Shorthair/Dachshund,0,114,54,0,0,-1,0,1,1,10,2,2015,17,58,1,0,0,0
A692293,,2014-11-18 15:33:00,Transfer,Partner,1,Intact Male,30.0,Chihuahua Shorthair Mix,0,115,102,1,0,-1,0,0,1,11,2,2014,15,33,1,0,0,1
A707763,Tinkerbell,2015-07-19 13:48:00,Adoption,Foster,0,Spayed Female,60.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,6,7,1,2015,13,48,1,0,1,0
A699442,Quentin,2015-04-08 13:14:00,Transfer,Partner,0,Neutered Male,730.0,Domestic Medium Hair Mix,0,153,102,1,0,0,1,2,2,4,1,2015,13,14,1,0,0,0
A713190,Coca,2015-10-05 17:14:00,Return_to_owner,,1,Spayed Female,365.0,Chihuahua Longhair Mix,0,113,102,0,0,0,1,1,0,10,2,2015,17,14,1,0,1,0
A702392,Kermit,2015-06-14 12:24:00,Adoption,,0,Neutered Male,60.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,0,6,6,1,2015,12,24,1,0,0,0
A666873,,2013-11-08 15:48:00,Transfer,Partner,0,Intact Male,14.0,Domestic Shorthair Mix,0,155,102,1,0,-1,0,0,4,11,2,2013,15,48,1,0,0,1
A674095,Penelope,2014-03-08 19:05:00,Transfer,SCRP,0,Intact Female,365.0,Domestic Shorthair Mix,0,155,102,1,0,-1,1,1,5,3,0,2014,19,5,1,0,1,1
A711622,,2016-01-08 14:49:00,Adoption,Foster,1,Neutered Male,150.0,Labrador Retriever Mix,0,235,102,1,0,0,0,0,4,1,0,2016,14,49,1,0,0,0
